ServiceStatus,MajorCyclewayName,Type,CreateDate,LastEditDate,Shape__Length,Ownership,PublicRelevance,GeometryPath
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,243.84,CCC,Public,"[[[172.6445003052247, -43.57003646982341], [172.64463278595957, -43.56996751348001], [172.64477675028442, -43.56989257967057], [172.64488339120578, -43.56982666809789], [172.6450202320329, -43.56973925006622], [172.64512605997774, -43.56964846168963], [172.6451907857279, -43.569570836736226], [172.64528086959314, -43.56944927348192], [172.64531210451705, -43.56940712456748], [172.64543081036453, -43.569254277611925], [172.6455126374702, -43.569148916798675], [172.6455563184953, -43.56909267163933], [172.64566477146641, -43.56895576066294], [172.64579111523048, -43.56879567511881], [172.64582766344589, -43.56874059540506], [172.64595337921014, -43.56857256333895], [172.6460705530576, -43.568363987661215], [172.64615069938856, -43.568240095963176]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,194.85,CCC,Public,"[[[172.64621319710665, -43.56836091122301], [172.64606893064112, -43.56857212334275], [172.64592355806337, -43.56876143367378], [172.64590751225035, -43.568783293857074], [172.64580917612912, -43.56891726683116], [172.64565394958964, -43.56912874699142], [172.64561679307727, -43.569179368590405], [172.64549826425312, -43.56933739909735], [172.6453713388077, -43.569502163771865], [172.6452584998824, -43.569655614134795], [172.64518232261207, -43.569740252959875], [172.64510652607595, -43.569804513751265], [172.6450132389452, -43.56987714989959]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,450.29,CCC,Public,"[[[172.64827082449256, -43.56460578530191], [172.64807527402613, -43.56508734346002], [172.64790970379102, -43.56548606410023], [172.64771852657725, -43.565917190880334], [172.6475860177624, -43.56623353990934], [172.64754198834754, -43.56633110411289], [172.64746659963984, -43.566485214242924], [172.64739303921726, -43.56660137731197], [172.64710866404, -43.56701385237569], [172.64687826906703, -43.56735223502396], [172.64649054744962, -43.56791517421923], [172.64634285205798, -43.56817054252203], [172.64621319710665, -43.56836091122301]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,43.89,CCC,Public,"[[[172.64615069938856, -43.568240095963176], [172.64632022375508, -43.567972050920375], [172.64635745351703, -43.56791100876569], [172.64638192969227, -43.56788276541269]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,131.26,CCC,Public,"[[[172.64638192969227, -43.56788276541269], [172.64663430056606, -43.567509096790324], [172.64710398028956, -43.56682387480744]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,221.21,CCC,Public,"[[[172.64741192703767, -43.566334737857595], [172.6474503223538, -43.56626287408978], [172.6474712934474, -43.56621649876016], [172.64761346735136, -43.56590105756187], [172.64776638480524, -43.56553793607613], [172.6479158900707, -43.565191419283586], [172.6479385882143, -43.56513881107589], [172.64810369427235, -43.56475432726523], [172.64823547046265, -43.564435383892395]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,125.92,CCC,Public,"[[[172.64827019638622, -43.564606689191045], [172.64828179860962, -43.56458524809106], [172.6483068528225, -43.56452260107806], [172.64834422535736, -43.56443906801189], [172.6483693545184, -43.56437181647132], [172.64840094593396, -43.56430416700359], [172.64844538384997, -43.56421102564763], [172.64848989682434, -43.564146905009196], [172.648526177246, -43.564109074691316], [172.64860281358438, -43.56404056416831], [172.648715413823, -43.56395069540814], [172.6488084675944, -43.56388476176352], [172.64891167052843, -43.5638291591032], [172.6490372979145, -43.563779533738725], [172.6491631462304, -43.56374365201041]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,76.33,CCC,Public,"[[[172.6482367173697, -43.56443538772883], [172.64824915872254, -43.56439783981708], [172.64826917107217, -43.56434172604559], [172.64829163731673, -43.56428672733424], [172.648332636351, -43.564200040451546], [172.6483913136748, -43.564116787194486], [172.64840258600572, -43.564102224267295], [172.64847223387738, -43.564040510313056], [172.6485615435771, -43.56396669569607], [172.64865256792342, -43.5638824603251], [172.64869744279443, -43.563849953527836]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,329.97,CCC,Public,"[[[172.65051497448442, -43.561238970189216], [172.65050773268172, -43.561432538242194], [172.65048194484172, -43.56159936206074], [172.65045831792122, -43.56188305430886], [172.65043406706704, -43.56237998103797], [172.6504167723952, -43.56266486854693], [172.65039117418274, -43.56277734988522], [172.65035426898973, -43.56287816051899], [172.65015418376532, -43.56327696269672], [172.6500742087243, -43.56338687612938], [172.6499703464636, -43.56348716472748], [172.64986967219227, -43.56355412497406], [172.6497354437579, -43.563611891706884], [172.64957887852898, -43.56365616907429], [172.64916251814643, -43.563744555904655]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,43.39,CCC,Public,"[[[172.64999414360975, -43.56334162179557], [172.65002703271227, -43.563292812607465], [172.6501507395464, -43.56306182040107], [172.65019580997912, -43.56297964738499]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,171.21,CCC,Public,"[[[172.65031255443998, -43.56263386984913], [172.6503730964476, -43.561485520571686], [172.65036829006723, -43.561403245351464], [172.65039870111474, -43.56119003076982], [172.65039684098844, -43.56109437441685]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,49.3,CCC,Public,"[[[172.6505386850804, -43.560218131633775], [172.65054137698257, -43.56024938982657], [172.65051635559178, -43.56066158847888]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,88.62,CCC,Public,"[[[172.6506041870909, -43.559423832975135], [172.65058089892867, -43.55951654105819], [172.65057328117143, -43.55962098267695], [172.6505561172759, -43.55999041115097], [172.65053867722216, -43.56021949124344]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,119.62,CCC,Public,"[[[172.65042825551092, -43.56048397609721], [172.65046345941784, -43.559865862787085], [172.6504719878153, -43.55972366126076], [172.65046915158493, -43.55963770302275], [172.65046048083786, -43.559573858363294], [172.65043155260997, -43.559492444004356], [172.65040658500163, -43.55945455813551], [172.65038362839582, -43.559418350490034]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 16:01:13+12:00,258.34,CCC,Public,"[[[172.6182645038912, -43.54009513401079], [172.61844227296606, -43.54009076787597], [172.61867166248203, -43.540083328518456], [172.61949791565584, -43.540083024331004], [172.620547157177, -43.540079100002146], [172.62146138338954, -43.54009674435221]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,155.83,CCC,Public,"[[[172.62021958319835, -43.54004243127373], [172.61963304319616, -43.540042900908404], [172.61875869181324, -43.54004309792591], [172.61851409947894, -43.54004536152769], [172.61842196349835, -43.54004684411044], [172.61829091792256, -43.54004860821724]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 16:01:31+12:00,20.63,CCC,Public,"[[[172.61800937367715, -43.54010140964882], [172.61811653298415, -43.54010141645402], [172.6182645038912, -43.54009513401079]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,358.08,CCC,No Public Relevance,"[[[172.61249535188168, -43.54007913463794], [172.612707672167, -43.54002817518782], [172.61277020242207, -43.54001447905633], [172.612875870325, -43.539994713341336], [172.61298034234326, -43.539986966824216], [172.613076828212, -43.53997381496104], [172.61317692466676, -43.53996723301025], [172.61325854434466, -43.53996889487347], [172.613314647184, -43.5399743007795], [172.61426193351383, -43.53997027205195], [172.61549714532273, -43.53996367266863], [172.61627124230512, -43.53995951024746], [172.6166410750121, -43.539956997023836], [172.616906267101, -43.53994476313897]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:12+12:00,345.43,CCC,No Public Relevance,"[[[172.61323406063218, -43.540138451678956], [172.61331721019158, -43.54013027165369], [172.61349289431809, -43.54012935748326], [172.61372749925818, -43.54012541140333], [172.6144013619368, -43.540111136268244], [172.61501995005264, -43.540113700749984], [172.61578761135715, -43.54011441463161], [172.61623956990715, -43.54011279634677], [172.61689123100837, -43.540097010247194], [172.61750764289854, -43.54007846157624]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,90.93,CCC,Public,"[[[172.6173118069305, -43.54040012784896], [172.61702538064236, -43.54056150057654], [172.6165370424082, -43.54084992771055], [172.6164339469666, -43.540912348546854]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,92.62,CCC,Public,"[[[172.61630544408013, -43.54084954780671], [172.61634563019064, -43.54082567109313], [172.61675947810835, -43.54058131751381], [172.6171966093963, -43.54032493690177]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,9.47,CCC,No Public Relevance,"[[[172.62812155049562, -43.54748068012596], [172.62813117820016, -43.54747939952644], [172.6281921294347, -43.547475564767026], [172.6282384252672, -43.547475714410595]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,69.22,Waka Kotahi,No Public Relevance,"[[[172.62809494271067, -43.54768243567207], [172.62811341376008, -43.54768020958363], [172.62827493483883, -43.54766208531441], [172.62844513210268, -43.5476452162874], [172.62856137299005, -43.54763688240648], [172.6287111545581, -43.547628655532975], [172.6289469230448, -43.547622245476084]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,66.95,Waka Kotahi,No Public Relevance,"[[[172.62699685572204, -43.54769932058068], [172.6271123436381, -43.5476750221436], [172.6275303107498, -43.54759760487009], [172.6276963180488, -43.547565191036064], [172.62779801021478, -43.54754529956589]]]"
In Service,Quarryman's Trail Cycleway,Cycleway,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,61.14,CCC,Public,"[[[172.63046426693504, -43.55180380229505], [172.63030997091712, -43.55164015712329], [172.63008194631615, -43.5514375380072], [172.63000387409545, -43.551367401909154]]]"
In Service,Quarryman's Trail Cycleway,Cycleway,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,57.98,CCC,Public,"[[[172.6282410490121, -43.54967873981778], [172.6281679766017, -43.54960836028229], [172.62812437908244, -43.54954599937917], [172.62807893846025, -43.54947939057876], [172.62803681903426, -43.54940176420515], [172.62801053734157, -43.549331905955704], [172.62799377129707, -43.54927622517973], [172.627986866259, -43.549230493726824], [172.62798088317854, -43.54920011205338]]]"
In Service,Quarryman's Trail Cycleway,Cycleway,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,65.77,CCC,Public,"[[[172.6282416560252, -43.549680082518705], [172.62829999663361, -43.54973277396164], [172.62872327263946, -43.550110912502596], [172.62875520703025, -43.550139591065324]]]"
In Service,Quarryman's Trail Cycleway,Cycleway,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,20.82,CCC,Public,"[[[172.6306217070155, -43.551952255606516], [172.63057201911553, -43.55190430883026], [172.63051882648773, -43.55185373048129], [172.63046426693504, -43.55180380229505]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,22.36,CCC,Public,"[[[172.6366224619938, -43.55038487124823], [172.63658874506623, -43.55039508560954], [172.63636268122022, -43.55045436999298]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,359.63,CCC,Public,"[[[172.63111768459618, -43.55174882927857], [172.63124240591304, -43.55169825788599], [172.63142783716052, -43.5516080924835], [172.63191642639012, -43.55135818974248], [172.63238199251913, -43.55112436082705], [172.63279576835131, -43.55091203771475], [172.63301061463298, -43.55081712263658], [172.6331798368795, -43.55075038622887], [172.63330427926493, -43.55072314429318], [172.6334236725484, -43.55069333063833], [172.63369989822402, -43.55064935967438], [172.63389157661945, -43.55062754142761], [172.63407989594089, -43.55062459844106], [172.6344624784714, -43.55062356130024], [172.6351314694061, -43.55062382443571]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,25.57,CCC,Public,"[[[172.63085399999977, -43.551875421088624], [172.6308812574742, -43.5518650209899], [172.63105153051941, -43.55177565365732], [172.63111768459618, -43.55174882927857]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,429.82,CCC,Public,"[[[172.63607028278, -43.55063560473144], [172.6359476718988, -43.55065044860829], [172.63582684905333, -43.55067344145724], [172.6356887672502, -43.55069071013405], [172.63532613090382, -43.550700533777814], [172.6347783143817, -43.55069690416834], [172.63429134249, -43.55070100219512], [172.634107793951, -43.55069865191497], [172.63390158953328, -43.55070626038809], [172.6336839671561, -43.55072327372246], [172.6334840768974, -43.55076040667022], [172.6332902393371, -43.55080930827623], [172.63322079655515, -43.55083166448197], [172.633049992892, -43.550891313161806], [172.63290026128357, -43.550955751054204], [172.63271952095295, -43.55104841278491], [172.63221240329005, -43.55130304330872], [172.63128742652003, -43.551769215784745], [172.6312582729941, -43.55179152153338], [172.63120677959975, -43.55182521037087]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,7.56,CCC,No Public Relevance,"[[[172.61609261502662, -43.55482305436398], [172.6161178625453, -43.55484514541164], [172.61615108171662, -43.554876251213194]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,165.85,CCC,No Public Relevance,"[[[172.61592666916286, -43.55453016384734], [172.61673456656175, -43.55525043883408], [172.6172166125601, -43.555691938753206]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,42.05,CCC,No Public Relevance,"[[[172.62221091143957, -43.55571870386629], [172.62181724043472, -43.555949383923966], [172.62180678767095, -43.555957237028785]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,305.16,CCC,No Public Relevance,"[[[172.61934221698957, -43.55751196656158], [172.61948593914164, -43.557427560598434], [172.6195231595886, -43.55740864689024], [172.6197132672157, -43.55730298390846], [172.62002494147248, -43.55712273411833], [172.6207545968537, -43.55669035115081], [172.62154013202556, -43.55622509585533], [172.62228213157798, -43.55578638785795]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,71.17,CCC,No Public Relevance,"[[[172.6206701012446, -43.55663331916403], [172.62049346940026, -43.55673757070248], [172.62001422545202, -43.55702326152109], [172.61999030870177, -43.5570408257597]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,100.2,CCC,Public,"[[[172.61944318727186, -43.5591504436367], [172.61944273774367, -43.55913589856187], [172.61945219090342, -43.55902771939058], [172.61948690762668, -43.5588990118932], [172.6195547266173, -43.55876607631583], [172.61967299561263, -43.55862275381073], [172.6197579180094, -43.55854369128926], [172.6199440463877, -43.55838079573516], [172.61996743924362, -43.558359798269265]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,27.62,CCC,No Public Relevance,"[[[172.62036040203904, -43.55863660253389], [172.6201526166696, -43.55845551778514], [172.62014185040545, -43.55844537210185]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,27.5,CCC,No Public Relevance,"[[[172.62005872803127, -43.55820989184165], [172.62005013265082, -43.55820145965911], [172.61984193235213, -43.558019011519086]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,276.88,CCC,Public,"[[[172.6232287313696, -43.55652814841201], [172.62295347047234, -43.556673568241834], [172.62224915592392, -43.55709178542605], [172.62188981516002, -43.55730208193745], [172.62125479201262, -43.55767568207064], [172.62089993517048, -43.557886543158425], [172.62057608997978, -43.55810566386116]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:43:13+12:00,294.77,CCC,Public,"[[[172.62030307957434, -43.5581435025726], [172.6203188572963, -43.558135386361315], [172.62060633945347, -43.55797215994721], [172.62066063622987, -43.557936853665026], [172.6212326266719, -43.55759847146735], [172.6216419621351, -43.55735723748629], [172.62180588523614, -43.557258621095], [172.6221685866504, -43.557043506999364], [172.6225931952967, -43.55679612426857], [172.6228740421322, -43.556625781198655], [172.62313164002558, -43.55646669618897]]]"
